,2W,2R_B,2L_B,2L_F,1test
2022/05/08 12:20:05,2103.1529373718586,5863.217013289444,6885.820177431685,1539.629715104154,9096.630726415679
2022/05/08 12:20:07,2103.2304919059106,5859.706972674104,6881.280230535094,1539.3079309920379,9091.241260937099
2022/05/08 12:20:09,2103.278963489693,5855.792289306861,6876.605624196654,1538.9666448125208,9085.722288894336
2022/05/08 12:20:11,2103.240186222667,5851.717630898166,6871.882925200411,1538.3620807230911,9079.924379636417
2022/05/08 12:20:13,2102.9493567199725,5847.520638634247,6867.054422357002,1537.7477655999605,9073.907305423732
2022/05/08 12:20:15,2102.5712783664685,5843.173081625431,6862.16820832423,1537.1236994431295,9067.710914429876
2022/05/08 12:20:17,2102.1932000129655,5838.656139278612,6857.041531002444,1536.4898822525981,9061.335206654843
2022/05/08 12:20:18,2101.795733025949,5834.139196931793,6851.857142491293,1535.8463140283661,9054.879802532625
2022/05/08 12:20:20,2101.3982660389324,5829.518741322858,6846.413053628009,1535.1344885682308,9048.304853889624
2022/05/08 12:20:22,2100.9426331513773,5824.691259189694,6840.892016512239,1534.3739079395932,9041.520702335256
2022/05/08 12:20:24,2100.4482229967957,5819.609699049522,6834.9573825393645,1533.5938252435546,9034.597082173308
2022/05/08 12:20:26,2099.924729891945,5814.179957936782,6828.9458003140035,1532.735734277912,9027.29490436222
2022/05/08 12:20:28,2099.3139879362857,5808.712575637818,6822.934218088644,1531.8288881437672,9019.952878377535
2022/05/08 12:20:31,2098.703245980626,5803.16991096641,6816.922635863285,1530.922042009622,9012.501269915467
2022/05/08 12:20:33,2098.0925040249667,5797.58019481222,6810.901435106364,1530.015195875477,9005.039699410001
2022/05/08 12:20:35,2097.4817620693075,5791.9622477683615,6804.851378754764,1529.108349741332,8997.558204817738
2022/05/08 12:20:37,2096.8710201136487,5786.325480131393,6798.791703871601,1528.2015036071869,8990.05678613868
2022/05/08 12:20:39,2096.260278157989,5780.679302197868,6792.732028988439,1527.294657473042,8982.515519286026
2022/05/08 12:20:41,2095.6495362023297,5775.023713967787,6786.672354105277,1526.3878113388969,8974.964290389973
2022/05/08 12:20:43,2095.03879424667,5769.330484551484,6780.574205095872,1525.4809652047522,8967.403099450523
2022/05/08 12:20:45,2094.4280522910108,5763.627844838624,6774.427963428665,1524.5741190706071,8959.841908511073
2022/05/08 12:20:47,2093.8173103353515,5757.915794829209,6768.272103229896,1523.6672729364623,8952.230907354631
2022/05/08 12:20:50,2093.2065683796923,5752.194334523236,6762.106624499567,1522.7604268023172,8944.599982111391
2022/05/08 12:20:52,2092.5958264240326,5746.472874217265,6755.9411457692395,1521.8535806681723,8936.919246651158
